Unnamed: 0,ds,y,national_index,week_of_year,is_holiday,precip_mm,snow_depth_cm,min_temp
586,2025-03-31,172,5034.375,14,0,19.5,0.0,-6.5
587,2025-04-07,193,13670.625,15,0,42.3,0.3,-4.0
588,2025-04-14,189,414.625,16,1,4.3,0.0,-7.4
589,2025-04-21,145,0.0,17,0,3.8,0.0,-3.5
590,2025-04-28,210,2401.5,18,0,0.2,0.0,4.6
591,2025-05-05,192,17459.625,19,0,17.9,0.0,2.0
592,2025-05-12,220,3913.25,20,0,1.8,0.0,3.7
593,2025-05-19,206,0.0,21,0,25.0,0.0,5.2
594,2025-05-26,215,0.0,22,0,30.5,0.0,3.2
595,2025-06-02,205,14054.0,23,0,7.9,0.0,4.9
596,2025-06-09,181,12898.875,24,0,12.6,0.0,12.3
597,2025-06-16,204,0.0,25,0,0.0,0.0,12.4
598,2025-06-23,233,0.0,26,0,24.2,0.0,13.7
599,2025-06-30,233,7428.0,27,1,18.9,0.0,13.7
600,2025-07-07,206,21083.25,28,0,0.8,0.0,13.8
601,2025-07-14,200,842.125,29,0,35.0,0.0,17.2
602,2025-07-21,223,0.0,30,0,48.1,0.0,13.3
603,2025-07-28,213,1580.25,31,0,7.8,0.0,14.3
604,2025-08-04,202,20386.375,32,0,4.3999999999999995,0.0,14.1
605,2025-08-11,183,7573.375,33,0,0.0,0.0,18.7
606,2025-08-18,213,0.0,34,0,42.2,0.0,13.1
607,2025-08-25,226,0.0,35,0,17.2,0.0,12.9
608,2025-09-01,205,10341.25,36,1,7.300000000000001,0.0,7.8
609,2025-09-08,209,17580.875,37,0,19.3,0.0,7.2
610,2025-09-15,211,0.0,38,0,0.0,0.0,8.4
611,2025-09-22,205,0.0,39,0,34.9,0.0,10.5
612,2025-09-29,204,4866.25,40,0,51.7,0.0,10.8
613,2025-10-06,33,21281.375,41,0,0.0,0.0,8.1
